job_id,district,company,role,salary,experience,description,date
J0484,Nashik,Company_37,Cloud Architect,1379233,4 years,Sample job description,2026-09-01
J0485,Nagpur,Company_26,Supply Chain Coordinator,1436398,3 years,Sample job description,2026-09-01
J0486,Nashik,Company_49,Digital Marketing Specialist,307665,2 years,Sample job description,2026-09-01
J0487,Nashik,Company_16,Digital Marketing Specialist,1212178,2 years,Sample job description,2026-09-01
J0488,Nagpur,Company_24,Data Analyst,1034973,5 years,Sample job description,2026-09-01
J0489,Chhatrapati Sambhajinagar,Company_54,Full Stack Developer,833274,4 years,Sample job description,2026-09-01
J0490,Chhatrapati Sambhajinagar,Company_89,EV Battery Technician,305857,2 years,Sample job description,2026-09-01
J0491,Nashik,Company_72,Cloud Architect,1479593,5 years,Sample job description,2026-09-01
J0492,Pune,Company_68,Full Stack Developer,913559,0 years,Sample job description,2026-09-01
J0493,Nagpur,Company_12,Warehouse Manager,656662,1 years,Sample job description,2026-09-01
J0494,Chhatrapati Sambhajinagar,Company_80,Supply Chain Coordinator,1202837,5 years,Sample job description,2026-09-01
J0495,Nagpur,Company_84,Digital Marketing Specialist,936278,0 years,Sample job description,2026-09-01
J0496,Pune,Company_43,PLC Programmer,610231,2 years,Sample job description,2026-09-01
J0497,Pune,Company_54,Warehouse Manager,1152954,0 years,Sample job description,2026-09-01
J0498,Chhatrapati Sambhajinagar,Company_34,Warehouse Manager,700680,1 years,Sample job description,2026-09-01
J0499,Mumbai,Company_11,EV Battery Technician,1360415,2 years,Sample job description,2026-09-01
J0500,Chhatrapati Sambhajinagar,Company_72,Supply Chain Coordinator,734100,3 years,Sample job description,2026-09-01
J0501,Nashik,Company_9,EV Battery Technician,972860,5 years,Sample job description,2026-09-01
J0502,Chhatrapati Sambhajinagar,Company_95,Data Analyst,947422,5 years,Sample job description,2026-09-01
J0503,Nashik,Company_85,Robotics Maintenance Tech,1107617,4 years,Sample job description,2026-09-01
J0504,Chhatrapati Sambhajinagar,Company_85,Robotics Maintenance Tech,1248685,1 years,Sample job description,2026-09-01
J0505,Pune,Company_68,Warehouse Manager,515752,4 years,Sample job description,2026-09-01
J0506,Pune,Company_29,Supply Chain Coordinator,816510,2 years,Sample job description,2026-09-01
J0507,Mumbai,Company_90,Digital Marketing Specialist,814024,4 years,Sample job description,2026-09-01
J0508,Nagpur,Company_31,Cloud Architect,795694,3 years,Sample job description,2026-09-01
J0509,Chhatrapati Sambhajinagar,Company_62,Solar Grid Engineer,306854,1 years,Sample job description,2026-09-01
J0510,Mumbai,Company_82,PLC Programmer,1226343,0 years,Sample job description,2026-09-01
J0511,Mumbai,Company_88,EV Battery Technician,1486630,1 years,Sample job description,2026-09-01
J0512,Nashik,Company_62,Full Stack Developer,1355234,0 years,Sample job description,2026-09-01
J0513,Pune,Company_76,Cloud Architect,682066,4 years,Sample job description,2026-09-01
J0514,Chhatrapati Sambhajinagar,Company_47,PLC Programmer,1371557,0 years,Sample job description,2026-09-01
J0515,Pune,Company_66,Full Stack Developer,855551,1 years,Sample job description,2026-09-01
J0516,Pune,Company_44,Robotics Maintenance Tech,1405163,0 years,Sample job description,2026-09-01
J0517,Nashik,Company_88,Digital Marketing Specialist,704781,5 years,Sample job description,2026-09-01
J0518,Nashik,Company_3,Solar Grid Engineer,1423563,4 years,Sample job description,2026-09-01
J0519,Nagpur,Company_34,Warehouse Manager,317602,0 years,Sample job description,2026-09-01
J0520,Nagpur,Company_44,EV Battery Technician,1187580,2 years,Sample job description,2026-09-01
J0521,Nagpur,Company_77,Robotics Maintenance Tech,512561,3 years,Sample job description,2026-09-01
J0522,Nashik,Company_16,PLC Programmer,854896,2 years,Sample job description,2026-09-01
J0523,Nashik,Company_36,Cloud Architect,658466,4 years,Sample job description,2026-09-01
J0524,Nashik,Company_9,Warehouse Manager,539101,3 years,Sample job description,2026-09-01
J0525,Chhatrapati Sambhajinagar,Company_71,Data Analyst,821787,3 years,Sample job description,2026-09-01
J0526,Nashik,Company_51,Cloud Architect,357687,0 years,Sample job description,2026-09-01
J0527,Mumbai,Company_9,Full Stack Developer,322195,3 years,Sample job description,2026-09-01
J0528,Mumbai,Company_57,Solar Grid Engineer,997428,0 years,Sample job description,2026-09-01
J0529,Nashik,Company_18,PLC Programmer,461840,1 years,Sample job description,2026-09-01
J0530,Chhatrapati Sambhajinagar,Company_78,Warehouse Manager,1029446,3 years,Sample job description,2026-09-01
J0531,Mumbai,Company_34,Solar Grid Engineer,1168118,5 years,Sample job description,2026-09-01
J0532,Nashik,Company_77,Cloud Architect,765994,2 years,Sample job description,2026-09-01
J0533,Pune,Company_26,Supply Chain Coordinator,607033,5 years,Sample job description,2026-09-01
J0534,Mumbai,Company_6,Cloud Architect,780240,1 years,Sample job description,2026-09-01
J0535,Pune,Company_97,Cloud Architect,485067,4 years,Sample job description,2026-09-01
J0536,Nagpur,Company_93,Supply Chain Coordinator,840082,0 years,Sample job description,2026-09-01
J0537,Mumbai,Company_86,PLC Programmer,499075,1 years,Sample job description,2026-09-01
J0538,Nagpur,Company_57,EV Battery Technician,1098475,1 years,Sample job description,2026-09-01
J0539,Chhatrapati Sambhajinagar,Company_56,Warehouse Manager,1111308,4 years,Sample job description,2026-09-01
J0540,Nashik,Company_100,Data Analyst,1186172,0 years,Sample job description,2026-09-01
J0541,Nashik,Company_43,EV Battery Technician,796158,0 years,Sample job description,2026-09-01
J0542,Pune,Company_97,Robotics Maintenance Tech,379855,0 years,Sample job description,2026-09-01
J0543,Nashik,Company_58,Robotics Maintenance Tech,835457,2 years,Sample job description,2026-09-01
J0544,Chhatrapati Sambhajinagar,Company_73,Digital Marketing Specialist,1081511,1 years,Sample job description,2026-09-01
J0545,Mumbai,Company_63,EV Battery Technician,877385,4 years,Sample job description,2026-09-01
J0546,Nagpur,Company_27,Supply Chain Coordinator,1079380,3 years,Sample job description,2026-09-01
J0547,Nagpur,Company_36,Cloud Architect,926114,3 years,Sample job description,2026-09-01
J0548,Chhatrapati Sambhajinagar,Company_11,Full Stack Developer,977958,1 years,Sample job description,2026-09-01
J0549,Chhatrapati Sambhajinagar,Company_46,Data Analyst,1417576,1 years,Sample job description,2026-09-01
J0550,Nashik,Company_31,Data Analyst,883604,3 years,Sample job description,2026-09-01
J0551,Mumbai,Company_34,Cloud Architect,1039292,5 years,Sample job description,2026-09-01
J0552,Pune,Company_26,Digital Marketing Specialist,1247490,3 years,Sample job description,2026-09-01
J0553,Nagpur,Company_82,PLC Programmer,1161976,4 years,Sample job description,2026-09-01
J0554,Nagpur,Company_73,Data Analyst,1296160,4 years,Sample job description,2026-09-01
J0555,Chhatrapati Sambhajinagar,Company_98,Data Analyst,610856,4 years,Sample job description,2026-09-01
J0556,Nagpur,Company_36,EV Battery Technician,1378410,2 years,Sample job description,2026-09-01
J0557,Chhatrapati Sambhajinagar,Company_18,Full Stack Developer,1395615,2 years,Sample job description,2026-09-01
J0558,Pune,Company_31,EV Battery Technician,562475,2 years,Sample job description,2026-09-01
J0559,Pune,Company_52,Supply Chain Coordinator,542591,5 years,Sample job description,2026-09-01
J0560,Nashik,Company_71,Digital Marketing Specialist,914396,4 years,Sample job description,2026-09-01
J0561,Chhatrapati Sambhajinagar,Company_4,Warehouse Manager,1322193,2 years,Sample job description,2026-09-01
J0562,Mumbai,Company_32,Robotics Maintenance Tech,359682,4 years,Sample job description,2026-09-01
J0563,Chhatrapati Sambhajinagar,Company_83,Solar Grid Engineer,879635,2 years,Sample job description,2026-09-01
J0564,Nagpur,Company_22,Robotics Maintenance Tech,715363,4 years,Sample job description,2026-09-01
J0565,Chhatrapati Sambhajinagar,Company_28,Supply Chain Coordinator,1378215,1 years,Sample job description,2026-09-01
J0566,Nagpur,Company_15,Digital Marketing Specialist,1336423,3 years,Sample job description,2026-09-01
J0567,Nashik,Company_89,PLC Programmer,822499,4 years,Sample job description,2026-09-01
J0568,Nagpur,Company_1,Supply Chain Coordinator,719713,2 years,Sample job description,2026-09-01
J0569,Nashik,Company_67,Solar Grid Engineer,722050,5 years,Sample job description,2026-09-01
J0570,Nagpur,Company_20,Digital Marketing Specialist,1140201,5 years,Sample job description,2026-09-01
J0571,Chhatrapati Sambhajinagar,Company_48,Full Stack Developer,407278,2 years,Sample job description,2026-09-01
J0572,Nashik,Company_8,Solar Grid Engineer,1265938,4 years,Sample job description,2026-09-01
J0573,Nagpur,Company_53,Data Analyst,349512,4 years,Sample job description,2026-09-01
J0574,Chhatrapati Sambhajinagar,Company_9,Cloud Architect,1343072,0 years,Sample job description,2026-09-01
J0575,Pune,Company_88,Supply Chain Coordinator,558389,4 years,Sample job description,2026-09-01
J0576,Pune,Company_66,Solar Grid Engineer,1419666,2 years,Sample job description,2026-09-01
J0577,Chhatrapati Sambhajinagar,Company_86,Data Analyst,327897,3 years,Sample job description,2026-09-01
J0578,Nashik,Company_49,Data Analyst,306627,0 years,Sample job description,2026-09-01
J0579,Chhatrapati Sambhajinagar,Company_8,Data Analyst,1130466,4 years,Sample job description,2026-09-01
J0580,Chhatrapati Sambhajinagar,Company_97,Warehouse Manager,553249,5 years,Sample job description,2026-09-01
J0581,Nashik,Company_49,EV Battery Technician,1438153,0 years,Sample job description,2026-09-01
J0582,Chhatrapati Sambhajinagar,Company_89,EV Battery Technician,317678,0 years,Sample job description,2026-09-01
J0583,Mumbai,Company_69,Supply Chain Coordinator,1199120,2 years,Sample job description,2026-09-01
J0584,Nagpur,Company_95,Warehouse Manager,1313184,3 years,Sample job description,2026-09-01
J0585,Nagpur,Company_37,Supply Chain Coordinator,608129,5 years,Sample job description,2026-09-01
J0586,Nashik,Company_8,Data Analyst,1121128,4 years,Sample job description,2026-09-01
J0587,Nashik,Company_90,EV Battery Technician,1404951,2 years,Sample job description,2026-09-01
J0588,Nagpur,Company_6,Cloud Architect,930019,3 years,Sample job description,2026-09-01
J0589,Nashik,Company_68,Supply Chain Coordinator,956226,3 years,Sample job description,2026-09-01
J0590,Chhatrapati Sambhajinagar,Company_25,Cloud Architect,852480,1 years,Sample job description,2026-09-01
J0591,Nashik,Company_21,Cloud Architect,582320,2 years,Sample job description,2026-09-01
J0592,Mumbai,Company_50,Digital Marketing Specialist,517773,3 years,Sample job description,2026-09-01
J0593,Nashik,Company_60,Solar Grid Engineer,1146535,1 years,Sample job description,2026-09-01
J0594,Nashik,Company_97,Warehouse Manager,458363,4 years,Sample job description,2026-09-01
J0595,Nashik,Company_29,Cloud Architect,523187,4 years,Sample job description,2026-09-01
J0596,Pune,Company_80,Data Analyst,474590,2 years,Sample job description,2026-09-01
J0597,Mumbai,Company_83,PLC Programmer,702930,2 years,Sample job description,2026-09-01
J0598,Pune,Company_89,PLC Programmer,421053,5 years,Sample job description,2026-09-01
J0599,Pune,Company_87,Warehouse Manager,484602,4 years,Sample job description,2026-09-01
J0600,Nagpur,Company_91,EV Battery Technician,806456,5 years,Sample job description,2026-09-01
J0601,Mumbai,Company_47,Robotics Maintenance Tech,1126759,5 years,Sample job description,2026-09-01
J0602,Nagpur,Company_63,Digital Marketing Specialist,1005618,5 years,Sample job description,2026-09-01
J0603,Pune,Company_99,Solar Grid Engineer,1397630,4 years,Sample job description,2026-09-01
J0604,Nagpur,Company_52,Supply Chain Coordinator,643895,1 years,Sample job description,2026-09-01
J0605,Pune,Company_56,Robotics Maintenance Tech,1431188,1 years,Sample job description,2026-09-01
J0606,Mumbai,Company_42,Digital Marketing Specialist,306411,0 years,Sample job description,2026-09-01
J0607,Nagpur,Company_6,Solar Grid Engineer,667228,0 years,Sample job description,2026-09-01
J0608,Mumbai,Company_75,Solar Grid Engineer,1365071,1 years,Sample job description,2026-09-01
J0609,Nashik,Company_30,PLC Programmer,984763,0 years,Sample job description,2026-09-01
J0610,Chhatrapati Sambhajinagar,Company_54,Supply Chain Coordinator,849993,1 years,Sample job description,2026-09-01
J0611,Pune,Company_53,Robotics Maintenance Tech,368753,4 years,Sample job description,2026-09-01
J0612,Pune,Company_42,EV Battery Technician,1181650,4 years,Sample job description,2026-09-01
J0613,Mumbai,Company_25,Robotics Maintenance Tech,1259240,3 years,Sample job description,2026-09-01
J0614,Nashik,Company_33,Full Stack Developer,1270890,3 years,Sample job description,2026-09-01
J0615,Mumbai,Company_4,Full Stack Developer,1433678,5 years,Sample job description,2026-09-01
J0616,Mumbai,Company_9,Supply Chain Coordinator,811177,4 years,Sample job description,2026-09-01
J0617,Pune,Company_30,Data Analyst,1017597,0 years,Sample job description,2026-09-01
J0618,Mumbai,Company_51,Cloud Architect,1030768,5 years,Sample job description,2026-09-01
J0619,Nashik,Company_10,Robotics Maintenance Tech,653411,2 years,Sample job description,2026-09-01
J0620,Mumbai,Company_60,Data Analyst,921090,0 years,Sample job description,2026-09-01
J0621,Nashik,Company_74,Data Analyst,861859,2 years,Sample job description,2026-09-01
J0622,Nashik,Company_93,Cloud Architect,1234599,2 years,Sample job description,2026-09-01
J0623,Nagpur,Company_35,Supply Chain Coordinator,641354,0 years,Sample job description,2026-09-01
J0624,Chhatrapati Sambhajinagar,Company_18,Supply Chain Coordinator,333898,0 years,Sample job description,2026-09-01
J0625,Nashik,Company_4,Supply Chain Coordinator,758996,3 years,Sample job description,2026-09-01
J0626,Chhatrapati Sambhajinagar,Company_41,Robotics Maintenance Tech,1197973,5 years,Sample job description,2026-09-01
J0627,Nashik,Company_73,Robotics Maintenance Tech,1480509,1 years,Sample job description,2026-09-01
J0628,Nagpur,Company_81,Cloud Architect,895744,2 years,Sample job description,2026-09-01
J0629,Pune,Company_58,Data Analyst,656869,2 years,Sample job description,2026-09-01
J0630,Pune,Company_70,Supply Chain Coordinator,1133005,5 years,Sample job description,2026-09-01
J0631,Nagpur,Company_81,Warehouse Manager,587007,2 years,Sample job description,2026-09-01
J0632,Nagpur,Company_38,Data Analyst,314489,0 years,Sample job description,2026-09-01
J0633,Nagpur,Company_63,Digital Marketing Specialist,1381492,4 years,Sample job description,2026-09-01
J0634,Pune,Company_18,Cloud Architect,526026,0 years,Sample job description,2026-09-01
J0635,Chhatrapati Sambhajinagar,Company_16,Cloud Architect,972035,5 years,Sample job description,2026-09-01
J0636,Nashik,Company_23,PLC Programmer,345245,3 years,Sample job description,2026-09-01
J0637,Nashik,Company_29,Supply Chain Coordinator,1317771,1 years,Sample job description,2026-09-01
J0638,Nashik,Company_84,PLC Programmer,1142629,4 years,Sample job description,2026-09-01
J0639,Chhatrapati Sambhajinagar,Company_1,Robotics Maintenance Tech,741503,4 years,Sample job description,2026-09-01
J0640,Mumbai,Company_14,Digital Marketing Specialist,833099,0 years,Sample job description,2026-09-01
J0641,Nagpur,Company_69,PLC Programmer,1213725,0 years,Sample job description,2026-09-01
J0642,Nagpur,Company_91,Warehouse Manager,1009292,5 years,Sample job description,2026-09-01
J0643,Pune,Company_64,Robotics Maintenance Tech,806865,1 years,Sample job description,2026-09-01
J0644,Chhatrapati Sambhajinagar,Company_18,Full Stack Developer,471525,4 years,Sample job description,2026-09-01
J0645,Pune,Company_75,Digital Marketing Specialist,1022245,5 years,Sample job description,2026-09-01
J0646,Nashik,Company_99,Solar Grid Engineer,718689,3 years,Sample job description,2026-09-01
J0647,Pune,Company_27,EV Battery Technician,1065264,4 years,Sample job description,2026-09-01
J0648,Nashik,Company_62,PLC Programmer,1402004,3 years,Sample job description,2026-09-01
J0649,Mumbai,Company_86,Robotics Maintenance Tech,1246106,3 years,Sample job description,2026-09-01
J0650,Mumbai,Company_8,Data Analyst,848341,4 years,Sample job description,2026-09-01
J0651,Nashik,Company_5,Robotics Maintenance Tech,501380,5 years,Sample job description,2026-09-01
J0652,Chhatrapati Sambhajinagar,Company_100,EV Battery Technician,421889,0 years,Sample job description,2026-09-01
J0653,Pune,Company_72,EV Battery Technician,854642,0 years,Sample job description,2026-09-01
J0654,Mumbai,Company_26,Digital Marketing Specialist,1237374,3 years,Sample job description,2026-09-01
J0655,Chhatrapati Sambhajinagar,Company_94,Solar Grid Engineer,1094665,5 years,Sample job description,2026-09-01
J0656,Nagpur,Company_84,Solar Grid Engineer,833187,1 years,Sample job description,2026-09-01
J0657,Chhatrapati Sambhajinagar,Company_74,Supply Chain Coordinator,1261946,4 years,Sample job description,2026-09-01
J0658,Pune,Company_83,Robotics Maintenance Tech,878664,0 years,Sample job description,2026-09-01
J0659,Nashik,Company_52,Robotics Maintenance Tech,1496202,1 years,Sample job description,2026-09-01
J0660,Chhatrapati Sambhajinagar,Company_92,Warehouse Manager,1467345,5 years,Sample job description,2026-09-01
J0661,Pune,Company_71,PLC Programmer,690509,5 years,Sample job description,2026-09-01
J0662,Pune,Company_75,Robotics Maintenance Tech,1050515,2 years,Sample job description,2026-09-01
J0663,Nagpur,Company_35,Supply Chain Coordinator,1075908,2 years,Sample job description,2026-09-01
J0664,Nashik,Company_45,Data Analyst,1215180,3 years,Sample job description,2026-09-01
J0665,Nagpur,Company_30,Data Analyst,398923,1 years,Sample job description,2026-09-01
J0666,Mumbai,Company_19,Warehouse Manager,1182658,1 years,Sample job description,2026-09-01
J0667,Mumbai,Company_54,Data Analyst,1255424,0 years,Sample job description,2026-09-01
J0668,Pune,Company_11,Data Analyst,686072,5 years,Sample job description,2026-09-01
J0669,Nagpur,Company_86,Supply Chain Coordinator,1111157,0 years,Sample job description,2026-09-01
J0670,Chhatrapati Sambhajinagar,Company_17,Robotics Maintenance Tech,1178846,2 years,Sample job description,2026-09-01
J0671,Nashik,Company_38,Supply Chain Coordinator,701733,0 years,Sample job description,2026-09-01
J0672,Pune,Company_2,Solar Grid Engineer,1049161,0 years,Sample job description,2026-09-01
J0673,Pune,Company_52,Robotics Maintenance Tech,713519,4 years,Sample job description,2026-09-01
J0674,Pune,Company_17,PLC Programmer,1293533,3 years,Sample job description,2026-09-01
J0675,Nashik,Company_82,PLC Programmer,335966,3 years,Sample job description,2026-09-01
J0676,Pune,Company_51,EV Battery Technician,1196728,3 years,Sample job description,2026-09-01
J0677,Nagpur,Company_43,Digital Marketing Specialist,301522,5 years,Sample job description,2026-09-01
J0678,Pune,Company_80,Full Stack Developer,335612,4 years,Sample job description,2026-09-01
J0679,Nashik,Company_70,Digital Marketing Specialist,465559,5 years,Sample job description,2026-09-01
J0680,Nashik,Company_40,Digital Marketing Specialist,727570,3 years,Sample job description,2026-09-01
J0681,Nashik,Company_2,Warehouse Manager,1351814,1 years,Sample job description,2026-09-01
J0682,Nagpur,Company_8,Digital Marketing Specialist,859920,3 years,Sample job description,2026-09-01
J0683,Mumbai,Company_70,Data Analyst,388690,2 years,Sample job description,2026-09-01
J0684,Chhatrapati Sambhajinagar,Company_13,Data Analyst,637952,3 years,Sample job description,2026-09-01
J0685,Nagpur,Company_66,Cloud Architect,524102,4 years,Sample job description,2026-09-01
J0686,Nashik,Company_64,Data Analyst,1043570,4 years,Sample job description,2026-09-01
J0687,Nashik,Company_6,Robotics Maintenance Tech,381712,5 years,Sample job description,2026-09-01
J0688,Pune,Company_8,Solar Grid Engineer,727271,0 years,Sample job description,2026-09-01
J0689,Chhatrapati Sambhajinagar,Company_39,EV Battery Technician,733699,1 years,Sample job description,2026-09-01
J0690,Nashik,Company_89,EV Battery Technician,1235604,1 years,Sample job description,2026-09-01
J0691,Chhatrapati Sambhajinagar,Company_78,PLC Programmer,884487,5 years,Sample job description,2026-09-01
J0692,Mumbai,Company_49,Full Stack Developer,729266,1 years,Sample job description,2026-09-01
J0693,Nagpur,Company_63,EV Battery Technician,736468,2 years,Sample job description,2026-09-01
J0694,Chhatrapati Sambhajinagar,Company_41,Cloud Architect,1329670,5 years,Sample job description,2026-09-01
J0695,Nagpur,Company_25,EV Battery Technician,1080118,1 years,Sample job description,2026-09-01
J0696,Pune,Company_59,Cloud Architect,1276002,1 years,Sample job description,2026-09-01
J0697,Mumbai,Company_87,Digital Marketing Specialist,482988,0 years,Sample job description,2026-09-01
J0698,Nagpur,Company_38,Robotics Maintenance Tech,1182777,3 years,Sample job description,2026-09-01
J0699,Nagpur,Company_98,PLC Programmer,637656,1 years,Sample job description,2026-09-01
J0700,Nashik,Company_40,PLC Programmer,839618,0 years,Sample job description,2026-09-01
J0701,Mumbai,Company_86,Supply Chain Coordinator,1476488,2 years,Sample job description,2026-09-01
J0702,Nagpur,Company_89,Robotics Maintenance Tech,1469860,0 years,Sample job description,2026-09-01
J0703,Nagpur,Company_4,Solar Grid Engineer,897942,2 years,Sample job description,2026-09-01
J0704,Mumbai,Company_36,Solar Grid Engineer,821562,1 years,Sample job description,2026-09-01
J0705,Nashik,Company_2,Supply Chain Coordinator,728594,0 years,Sample job description,2026-09-01
J0706,Mumbai,Company_19,Full Stack Developer,1291128,4 years,Sample job description,2026-09-01
J0707,Chhatrapati Sambhajinagar,Company_9,Full Stack Developer,595253,1 years,Sample job description,2026-09-01
J0708,Pune,Company_70,Digital Marketing Specialist,1359697,0 years,Sample job description,2026-09-01
J0709,Nagpur,Company_51,EV Battery Technician,306266,0 years,Sample job description,2026-09-01
J0710,Nashik,Company_43,Cloud Architect,301354,5 years,Sample job description,2026-09-01
J0711,Mumbai,Company_40,Robotics Maintenance Tech,954067,4 years,Sample job description,2026-09-01
J0712,Nashik,Company_3,Warehouse Manager,1359713,0 years,Sample job description,2026-09-01
J0713,Mumbai,Company_23,Supply Chain Coordinator,1484149,5 years,Sample job description,2026-09-01
J0714,Mumbai,Company_72,Full Stack Developer,1352173,5 years,Sample job description,2026-09-01
J0715,Chhatrapati Sambhajinagar,Company_53,Robotics Maintenance Tech,652205,0 years,Sample job description,2026-09-01
J0716,Pune,Company_97,PLC Programmer,1339131,4 years,Sample job description,2026-09-01
J0717,Chhatrapati Sambhajinagar,Company_81,Digital Marketing Specialist,933822,2 years,Sample job description,2026-09-01
J0718,Chhatrapati Sambhajinagar,Company_83,Solar Grid Engineer,427873,5 years,Sample job description,2026-09-01
J0719,Nagpur,Company_39,Data Analyst,1333228,4 years,Sample job description,2026-09-01
J0720,Nashik,Company_16,Robotics Maintenance Tech,1490953,1 years,Sample job description,2026-09-01
J0721,Pune,Company_51,Robotics Maintenance Tech,891808,1 years,Sample job description,2026-09-01
J0722,Pune,Company_41,Cloud Architect,657950,5 years,Sample job description,2026-09-01
J0723,Nagpur,Company_76,Solar Grid Engineer,822861,4 years,Sample job description,2026-09-01
J0724,Pune,Company_66,Supply Chain Coordinator,1035828,5 years,Sample job description,2026-09-01
J0725,Nagpur,Company_72,Full Stack Developer,609276,1 years,Sample job description,2026-09-01
J0726,Nashik,Company_58,Digital Marketing Specialist,603930,0 years,Sample job description,2026-09-01
J0727,Nashik,Company_25,Solar Grid Engineer,931069,1 years,Sample job description,2026-09-01
J0728,Nashik,Company_25,Cloud Architect,732630,3 years,Sample job description,2026-09-01
J0729,Pune,Company_36,Robotics Maintenance Tech,951544,3 years,Sample job description,2026-09-01
J0730,Chhatrapati Sambhajinagar,Company_91,Cloud Architect,410786,4 years,Sample job description,2026-09-01
J0731,Pune,Company_25,Robotics Maintenance Tech,1353752,3 years,Sample job description,2026-09-01
J0732,Mumbai,Company_87,EV Battery Technician,1493026,4 years,Sample job description,2026-09-01
J0733,Mumbai,Company_99,Data Analyst,472979,1 years,Sample job description,2026-09-01
J0734,Nashik,Company_46,Warehouse Manager,1300171,5 years,Sample job description,2026-09-01
J0735,Pune,Company_39,Digital Marketing Specialist,308090,3 years,Sample job description,2026-09-01
J0736,Nagpur,Company_80,EV Battery Technician,1259331,0 years,Sample job description,2026-09-01
J0737,Pune,Company_95,PLC Programmer,358261,1 years,Sample job description,2026-09-01
J0738,Mumbai,Company_55,PLC Programmer,1480028,0 years,Sample job description,2026-09-01
J0739,Mumbai,Company_11,Supply Chain Coordinator,767764,3 years,Sample job description,2026-09-01
J0740,Mumbai,Company_78,EV Battery Technician,842103,2 years,Sample job description,2026-09-01
J0741,Chhatrapati Sambhajinagar,Company_78,PLC Programmer,716191,3 years,Sample job description,2026-09-01
J0742,Mumbai,Company_16,Full Stack Developer,713265,3 years,Sample job description,2026-09-01
J0743,Mumbai,Company_44,PLC Programmer,784272,1 years,Sample job description,2026-09-01
J0744,Pune,Company_61,Full Stack Developer,1223373,5 years,Sample job description,2026-09-01
J0745,Nagpur,Company_54,Data Analyst,1021296,4 years,Sample job description,2026-09-01
J0746,Mumbai,Company_88,PLC Programmer,1301323,3 years,Sample job description,2026-09-01
J0747,Nagpur,Company_5,Robotics Maintenance Tech,1349312,0 years,Sample job description,2026-09-01
J0748,Mumbai,Company_26,PLC Programmer,834517,1 years,Sample job description,2026-09-01
J0749,Chhatrapati Sambhajinagar,Company_28,Digital Marketing Specialist,1285515,3 years,Sample job description,2026-09-01
J0750,Nashik,Company_86,PLC Programmer,369573,4 years,Sample job description,2026-09-01
J0751,Nagpur,Company_72,Warehouse Manager,1102249,3 years,Sample job description,2026-09-01
J0752,Nagpur,Company_73,Data Analyst,1176100,5 years,Sample job description,2026-09-01
J0753,Mumbai,Company_46,PLC Programmer,1272642,5 years,Sample job description,2026-09-01
J0754,Pune,Company_86,Cloud Architect,476638,1 years,Sample job description,2026-09-01
J0755,Chhatrapati Sambhajinagar,Company_42,Digital Marketing Specialist,1208515,0 years,Sample job description,2026-09-01
J0756,Pune,Company_46,Solar Grid Engineer,569056,1 years,Sample job description,2026-09-01
J0757,Mumbai,Company_54,Robotics Maintenance Tech,1084845,5 years,Sample job description,2026-09-01
J0758,Chhatrapati Sambhajinagar,Company_3,Robotics Maintenance Tech,381952,4 years,Sample job description,2026-09-01
J0759,Mumbai,Company_20,Cloud Architect,499425,0 years,Sample job description,2026-09-01
J0760,Mumbai,Company_85,Supply Chain Coordinator,1087657,5 years,Sample job description,2026-09-01
J0761,Pune,Company_5,Warehouse Manager,1310257,5 years,Sample job description,2026-09-01
J0762,Chhatrapati Sambhajinagar,Company_36,PLC Programmer,1096259,2 years,Sample job description,2026-09-01
J0763,Pune,Company_9,Robotics Maintenance Tech,1041432,2 years,Sample job description,2026-09-01
J0764,Nagpur,Company_54,Solar Grid Engineer,943736,1 years,Sample job description,2026-09-01
J0765,Nashik,Company_91,EV Battery Technician,1324018,1 years,Sample job description,2026-09-01
J0766,Chhatrapati Sambhajinagar,Company_27,Cloud Architect,631643,2 years,Sample job description,2026-09-01
J0767,Pune,Company_29,Solar Grid Engineer,1251137,3 years,Sample job description,2026-09-01
J0768,Mumbai,Company_42,Digital Marketing Specialist,301926,0 years,Sample job description,2026-09-01
J0769,Nashik,Company_15,Solar Grid Engineer,1472285,4 years,Sample job description,2026-09-01
J0770,Nagpur,Company_30,Supply Chain Coordinator,344863,5 years,Sample job description,2026-09-01
J0771,Nagpur,Company_27,Solar Grid Engineer,407004,5 years,Sample job description,2026-09-01
J0772,Nagpur,Company_37,Robotics Maintenance Tech,685400,3 years,Sample job description,2026-09-01
J0773,Chhatrapati Sambhajinagar,Company_74,Cloud Architect,1158305,1 years,Sample job description,2026-09-01
J0774,Nashik,Company_96,Digital Marketing Specialist,1137724,4 years,Sample job description,2026-09-01
J0775,Mumbai,Company_42,Warehouse Manager,1272463,0 years,Sample job description,2026-09-01
J0776,Chhatrapati Sambhajinagar,Company_96,Data Analyst,1462893,1 years,Sample job description,2026-09-01
J0777,Nagpur,Company_94,Digital Marketing Specialist,1061437,5 years,Sample job description,2026-09-01
J0778,Nashik,Company_49,Data Analyst,434921,4 years,Sample job description,2026-09-01
J0779,Mumbai,Company_8,Cloud Architect,914539,5 years,Sample job description,2026-09-01
J0780,Nagpur,Company_3,Supply Chain Coordinator,1436131,1 years,Sample job description,2026-09-01
J0781,Nashik,Company_85,Warehouse Manager,1390447,5 years,Sample job description,2026-09-01
J0782,Nashik,Company_89,Digital Marketing Specialist,1182266,1 years,Sample job description,2026-09-01
J0783,Pune,Company_77,PLC Programmer,556171,0 years,Sample job description,2026-09-01
